City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,yung shue wan,22.2333,114.1167,22.68,74,98,0.45,HK,1712691857
286,berea,41.3662,-81.8543,24.91,57,75,5.66,US,1712691594
287,brownwood,31.7093,-98.9912,19.62,77,100,5.14,US,1712691668
288,skrunda,56.6833,22.0167,15.03,85,47,2.3,LV,1712691858
289,plastun,44.7561,136.2939,-1.02,49,0,2.71,RU,1712691858
290,mwene-ditu,-7.0,23.45,20.48,92,91,1.35,CD,1712691859
291,lisala,2.15,21.5167,22.96,88,36,0.71,CD,1712691859
292,puerto baquerizo moreno,-0.9,-89.6,29.55,84,40,6.17,EC,1712691622
293,iwon-up,40.3231,128.6553,2.74,74,34,2.27,KP,1712691589
294,camacupa,-12.0167,17.4833,18.3,92,97,1.18,AO,1712691860
295,alice springs,-23.7,133.8833,14.01,64,1,3.6,AU,1712691860
296,vila franca do campo,37.7167,-25.4333,18.27,99,100,6.08,PT,1712691828
297,hadithah,34.1397,42.3781,22.45,50,19,8.26,IQ,1712691861
298,al 'amarah,31.8406,47.1396,25.27,59,68,4.58,IQ,1712691861
299,beloomut,54.9448,39.3394,17.16,91,93,1.72,RU,1712691862
300,vernon,50.2581,-119.2691,14.57,31,86,5.36,CA,1712691862
301,tuy hoa,13.0833,109.3,24.59,88,85,0.88,VN,1712691863
302,kavieng,-2.5744,150.7967,27.82,81,100,4.32,PG,1712691863
303,coyhaique,-45.5752,-72.0662,10.97,50,20,3.6,CL,1712691546
304,pianco,-7.1981,-37.9292,33.12,42,35,2.7,BR,1712691863
305,lukhovitsy,54.9728,39.0361,17.05,96,99,1.15,RU,1712691864
306,aykhal,66.0,111.5,-5.7,92,100,10.03,RU,1712691864
307,saint-philippe,-21.3585,55.7679,23.77,81,43,4.0,RE,1712691864
308,laojunmiao,39.8333,97.7333,7.28,19,0,2.52,CN,1712691865
309,luena,-11.7833,19.9167,18.27,95,96,0.39,AO,1712691865
310,tateyama,34.9833,139.8667,9.5,63,100,6.04,JP,1712691865
311,strezhevoy,60.7333,77.5889,-10.58,87,89,3.58,RU,1712691802
312,hemsby,52.6971,1.6918,10.23,71,100,11.59,GB,1712691866
313,naigarhi,24.7833,81.7833,26.66,33,53,5.85,IN,1712691866
314,berbera,10.4396,45.0143,28.61,79,60,3.01,SO,1712691866
315,arraial do cabo,-22.9661,-42.0278,28.92,65,75,2.57,BR,1712691649
316,tobelo,1.7284,128.0095,25.8,79,100,0.28,ID,1712691867
317,namibe,-15.1961,12.1522,22.03,74,10,4.17,AO,1712691867
318,langsa,4.4683,97.9683,24.8,94,100,0.39,ID,1712691867
319,priozersk,61.0393,30.1291,3.38,80,37,2.25,RU,1712691868
320,machico,32.7,-16.7667,17.35,67,20,7.72,PT,1712691868
321,manali,13.1667,80.2667,29.05,79,41,2.59,IN,1712691868
322,muravlenko,63.7898,74.523,-22.65,95,6,4.35,RU,1712691869
323,brigantine,39.4101,-74.3646,23.44,55,0,5.14,US,1712691869
324,cristalina,-16.7686,-47.6136,26.15,61,87,1.13,BR,1712691674
325,new norfolk,-42.7826,147.0587,9.28,83,98,1.27,AU,1712691870
326,kone,-21.0595,164.8658,24.97,91,36,2.02,NC,1712691870
327,shimoda,34.6667,138.95,8.95,63,82,7.28,JP,1712691871
328,antsiranana,-12.2787,49.2917,26.05,85,63,5.17,MG,1712691871
329,ciudad nueva,-17.9837,-70.2356,23.54,53,0,4.12,PE,1712691872
330,pelabuhanratu,-6.9875,106.5514,25.96,90,100,1.81,ID,1712691873
331,tchintabaraden,15.8969,5.7985,32.12,14,100,4.06,NE,1712691589
332,smithers,54.7804,-127.1743,7.18,42,20,3.09,CA,1712691666
333,polyarnyy,69.1989,33.4478,-3.38,88,100,1.46,RU,1712691874
334,selfoss,63.9331,-20.9971,3.36,88,100,3.67,IS,1712691867
335,noumea,-22.2763,166.4572,27.22,99,59,1.91,NC,1712691874
336,prince george,53.9166,-122.753,7.38,51,100,5.66,CA,1712691650
337,oeiras do para,-2.0031,-49.8544,28.08,85,68,1.74,BR,1712691875
338,qingdao,36.0986,120.3719,9.78,57,0,5.0,CN,1712691875
339,cam ranh,11.9214,109.1591,27.98,74,40,4.63,VN,1712691876
340,callao,-12.0667,-77.15,25.16,69,0,4.63,PE,1712691790
341,abyek,36.0667,50.55,18.78,33,54,4.48,IR,1712691876
342,miyaly,48.8844,53.7836,15.57,66,98,3.44,KZ,1712691876
343,manokwari,-0.8667,134.0833,25.74,82,89,1.86,ID,1712691877
344,happy valley-goose bay,53.3168,-60.3315,-0.83,51,75,5.66,CA,1712691877
345,iskateley,67.6803,53.1512,-8.32,85,100,2.24,RU,1712691787
346,pacific grove,36.6177,-121.9166,21.87,69,0,4.02,US,1712691878
347,virpur,23.1833,73.4833,29.79,17,83,3.38,IN,1712691879
348,jamsankoski,61.919,25.1701,5.27,99,95,1.61,FI,1712691879
349,ulladulla,-35.35,150.4667,12.04,69,30,6.72,AU,1712691879
350,thunder bay,48.4001,-89.3168,5.99,93,100,2.06,CA,1712691870
351,banket,-17.3833,30.4,20.18,70,95,1.15,ZW,1712691880
352,brookings,44.3114,-96.7984,16.18,54,40,9.77,US,1712691873
353,peruibe,-24.32,-46.9983,25.65,85,14,1.63,BR,1712691803
354,yulinshi,38.2906,109.7494,11.48,70,100,2.03,CN,1712691881
355,zuyevka,58.405,51.1335,1.05,97,85,0.76,RU,1712691882
356,al ghayzah,16.2079,52.176,26.76,72,100,4.21,YE,1712691882
357,sao felix do xingu,-6.6447,-51.995,28.08,81,98,0.6,BR,1712691882
358,wakuya,38.5333,141.1333,2.33,75,0,4.22,JP,1712691883
359,mount pearl,47.5166,-52.7813,0.47,92,100,9.77,CA,1712691883
360,turhal,40.3875,36.0811,11.38,81,100,2.05,TR,1712691884
361,enewetak,11.3474,162.3373,27.3,81,100,9.22,MH,1712691884
362,nuuk,64.1835,-51.7216,-2.66,74,0,3.6,GL,1712691884
363,kununurra,-15.7667,128.7333,18.99,77,73,2.06,AU,1712691863
364,petauke,-14.2426,31.3253,20.65,83,34,1.94,ZM,1712691885
365,lompoc,34.6391,-120.4579,25.99,41,0,4.63,US,1712691885
366,moussoro,13.6408,16.4901,31.52,7,86,4.72,TD,1712691886
367,hasaki,35.7333,140.8333,6.27,51,73,10.45,JP,1712691886
368,kayes,14.0,-11.0,38.19,13,0,2.29,ML,1712691886
369,amga,60.8953,131.9608,-11.75,100,99,0.25,RU,1712691887
370,tagiura,32.8817,13.3506,20.78,53,99,7.38,LY,1712691887
371,staritsa,56.5075,34.9354,14.21,98,100,1.5,RU,1712691887
372,kirensk,57.7853,108.1119,-10.02,97,69,0.89,RU,1712691753
373,ust'-ilimsk,58.0006,102.6619,-4.76,92,100,2.24,RU,1712691888
374,mullovka,54.2,49.4,9.9,75,80,2.13,RU,1712691889
375,keflavik,64.0049,-22.5624,2.24,64,75,2.57,IS,1712691792
376,mejit,10.2753,170.8646,26.93,85,100,10.29,MH,1712691890
377,saudarkrokur,65.7461,-19.6394,-0.08,86,100,0.26,IS,1712691890
378,as sulayyil,20.4607,45.5779,31.14,49,81,6.68,SA,1712691890
379,antofagasta,-23.65,-70.4,20.6,80,100,4.62,CL,1712691521
380,clarion,41.2148,-79.3853,24.25,53,100,0.45,US,1712691891
381,takoradi,4.8845,-1.7554,28.14,84,20,2.91,GH,1712691891
382,la romana,18.4273,-68.9728,27.2,69,75,8.75,DO,1712691891
383,sao gabriel da cachoeira,-0.1303,-67.0892,33.89,55,40,1.03,BR,1712691891
384,bagua grande,-5.7561,-78.4411,32.26,53,71,1.39,PE,1712691684
385,belmonte,-15.8631,-38.8828,26.34,84,80,2.75,BR,1712691892
386,island harbour,50.724,-1.2758,10.55,67,7,2.24,GB,1712691868
387,palu,-0.8917,119.8707,24.07,98,100,1.02,ID,1712691842
388,labytnangi,66.6572,66.4183,-26.46,98,76,1.43,RU,1712691893
389,inhambane,-23.865,35.3833,25.1,86,79,5.25,MZ,1712691894
390,jayapura,-2.5333,140.7,23.66,95,100,2.08,ID,1712691894
391,taldykorgan,45.0156,78.3739,8.48,72,94,4.71,KZ,1712691895
392,ilebo,-4.3167,20.5833,22.77,91,41,0.48,CD,1712691895
393,cannonvale,-20.2833,148.7,25.66,75,81,4.9,AU,1712691817
394,hun,29.1268,15.9477,21.26,24,82,4.42,LY,1712691896
395,kismayo,-0.3582,42.5454,28.72,76,99,4.7,SO,1712691896
396,lubang,13.8584,120.124,27.67,81,100,6.07,PH,1712691896
397,bandarbeyla,9.4942,50.8122,27.67,73,35,4.63,SO,1712691897
398,catalina foothills,32.2979,-110.9187,22.73,25,0,5.81,US,1712691898
399,dalandzadgad,43.5708,104.425,8.27,31,1,3.3,MN,1712691898
400,saldanha,-33.0117,17.9442,16.03,94,7,7.22,ZA,1712691898
401,bel ombre,-4.6167,55.4167,27.91,83,20,2.57,SC,1712691899
402,carnarvon,-24.8667,113.6333,25.51,38,0,6.43,AU,1712691899
403,iitti,60.8949,26.3387,6.28,93,15,1.77,FI,1712691901
404,minot,48.2325,-101.2963,16.12,29,100,5.66,US,1712691606
405,ormara,25.2088,64.6357,25.85,76,100,4.87,PK,1712691904
406,robore,-18.3333,-59.75,34.05,52,75,3.09,BO,1712691919
407,vicente noble,18.3844,-71.1801,31.78,62,40,7.72,DO,1712691919
408,tver,56.8619,35.8931,11.78,97,96,2.73,RU,1712691920
409,san francisco,37.7749,-122.4194,24.93,63,0,3.58,US,1712691655
410,bela,25.9333,81.9833,28.15,14,99,1.57,IN,1712691921
411,newman,37.3138,-121.0208,22.81,47,0,0.89,US,1712691910
412,opuwo,-18.0607,13.84,20.68,34,100,2.6,NA,1712691922
413,petrozavodsk,61.7849,34.3469,1.38,90,77,0.0,RU,1712691923
414,sovetskaya gavan',48.9723,140.2878,-1.05,75,18,3.51,RU,1712691924
415,khowy,38.5503,44.9521,13.43,67,100,1.2,IR,1712691924
416,angra do heroismo,38.65,-27.2167,18.34,96,75,3.58,PT,1712691925
417,lerwick,60.1545,-1.1494,6.0,91,100,9.33,GB,1712691925
418,yamada,39.4667,141.95,0.51,77,2,2.47,JP,1712691926
419,priob'ye,62.5206,65.5964,-14.99,94,25,0.86,RU,1712691927
420,arkhangel'sk,64.5401,40.5433,1.18,100,100,1.0,RU,1712691928
421,bilasipara,26.232,90.2347,25.43,38,88,1.7,IN,1712691928
422,ghat,24.9647,10.1728,30.25,8,51,1.45,LY,1712691930
423,byron bay,-28.65,153.6167,14.04,81,10,4.87,AU,1712691930
424,amos,48.5669,-78.1162,17.33,51,39,3.93,CA,1712691637
425,laboe,54.4,10.2167,11.72,84,100,4.63,DE,1712691931
426,pandan,14.0453,124.1694,25.68,79,52,3.5,PH,1712691932
427,saint croix,17.7397,-64.7388,29.25,78,100,7.2,VI,1712691933
428,mount isa,-20.7333,139.5,17.87,45,93,7.2,AU,1712691933
429,weno,7.4515,151.8468,27.97,89,100,4.63,FM,1712691934
430,visakhapatnam,17.69,83.2093,24.94,78,0,1.03,IN,1712691913
431,trujillo,-8.116,-79.03,22.98,78,52,4.63,PE,1712691690
432,sake,-1.5736,29.045,18.49,95,87,1.16,CD,1712691836
433,coruripe,-10.1256,-36.1756,28.26,73,99,3.91,BR,1712691928
434,el bayadh,33.6832,1.0193,11.75,54,0,8.14,DZ,1712691936
435,salinopolis,-0.6136,-47.3561,28.13,80,99,3.63,BR,1712691936
436,kotido,2.9806,34.1331,20.15,82,53,0.62,UG,1712691937
437,hede,33.7681,120.2517,8.57,63,97,2.88,CN,1712691937
438,gediz,39.0417,29.41,10.81,77,0,3.06,TR,1712691937
439,new amsterdam,6.25,-57.5167,29.97,55,89,3.68,GY,1712691937
440,paita,-5.0892,-81.1144,25.12,70,13,6.95,PE,1712691938
441,qingyuan,23.7,113.0333,20.99,87,100,1.16,CN,1712691938
442,cabrero,-37.0333,-72.4,16.97,20,100,5.69,CL,1712691705
443,bamboo flat,11.7,92.7167,28.05,89,20,1.03,IN,1712691939
444,saint-pierre,-21.3393,55.4781,23.82,83,0,2.06,RE,1712691922
445,hami,42.8,93.45,16.36,18,62,2.81,CN,1712691727
446,nova sintra,14.8667,-24.7167,23.18,77,0,10.23,CV,1712691792
447,meihekou,42.5272,125.6753,4.15,25,89,1.78,CN,1712691940
448,tamanrasset,22.785,5.5228,28.95,9,46,2.57,DZ,1712691940
449,al wajh,26.2455,36.4525,24.97,69,0,2.06,SA,1712691941
450,pangody,65.85,74.4859,-27.09,100,16,3.05,RU,1712691941
451,marsabit,2.3284,37.9899,21.03,78,33,4.1,KE,1712691941
452,virginia,37.5481,-77.4467,25.74,52,100,7.2,US,1712691698
453,berdigestyakh,62.0989,126.6992,-19.27,100,100,0.64,RU,1712691942
454,markovo,57.3206,107.0881,-9.97,98,52,1.64,RU,1712691943
455,fortuna,40.5982,-124.1573,14.96,77,100,2.06,US,1712691859
456,porto empedocle,37.2934,13.5264,15.97,84,100,2.69,IT,1712691943
457,burao,9.5221,45.5336,26.37,61,15,4.56,SO,1712691944
458,ramanuj ganj,23.8,83.7,26.26,26,100,2.81,IN,1712691944
459,douglas,41.3,-96.167,19.3,40,0,4.63,US,1712691944
460,piton saint-leu,-21.2196,55.3151,22.06,83,0,2.06,RE,1712691944
461,revda,56.801,59.9303,-0.25,92,96,2.88,RU,1712691902
462,villa gesell,-37.2639,-56.973,17.25,70,100,10.37,AR,1712691945
463,robertsport,6.7533,-11.3686,27.26,89,100,4.41,LR,1712691945
464,pierre,44.3683,-100.351,17.14,38,20,6.69,US,1712691946
465,liuboml,51.226,24.0373,16.24,74,6,3.39,UA,1712691946
466,nahiyat ash shinafiyah,31.5874,44.6602,23.89,57,0,4.81,IQ,1712691946
467,la'ie,21.6477,-157.9253,26.98,72,11,4.47,US,1712691940
468,jinka,5.65,36.65,17.77,93,77,0.55,ET,1712691948
469,nadym,65.5333,72.5167,-24.46,97,7,3.87,RU,1712691850
470,baruun-urt,46.6806,113.2792,4.74,76,100,2.46,MN,1712691858
471,zilair,52.2332,57.4392,3.2,97,99,1.44,RU,1712691948
472,micheweni,-4.9667,39.8333,27.32,84,98,5.13,TZ,1712691949
473,parabel',58.6978,81.4825,-3.94,95,99,4.02,RU,1712691950
474,pyu,18.4833,96.4333,27.57,67,23,2.42,MM,1712691950
475,xinji,37.9028,115.2036,10.11,38,100,2.7,CN,1712691950
476,antonio enes,-16.2325,39.9086,26.73,84,99,2.38,MZ,1712691951
477,valparaiso,-33.0393,-71.6273,25.08,74,40,5.14,CL,1712691739
478,orcopampa,-15.2661,-72.3417,15.61,50,100,2.46,PE,1712691952
479,morant bay,17.8815,-76.4093,31.79,72,16,6.09,JM,1712691952
480,bozdar wada,27.1828,68.636,31.58,16,100,2.64,PK,1712691953
481,laguna,38.421,-121.4238,23.02,48,0,3.6,US,1712691815
482,berezovyy,51.6667,135.7,-4.74,84,5,2.52,RU,1712691953
483,oyem,1.5995,11.5793,21.86,96,73,1.11,GA,1712691954
484,sungailiat,-1.85,106.1333,25.47,91,100,1.21,ID,1712691954
485,aksu,41.1231,80.2644,14.95,29,65,3.35,CN,1712691955
486,sao tome,0.3365,6.7273,28.28,77,57,1.63,ST,1712691955
487,malvan,16.0667,73.4667,26.25,75,4,3.83,IN,1712691955
488,le port,-20.9373,55.2919,24.0,83,74,0.77,RE,1712691956
489,fortaleza,-3.7227,-38.5247,31.07,70,40,6.17,BR,1712691677
490,upata,8.0086,-62.3989,36.26,22,45,3.48,VE,1712691957
491,belem de sao francisco,-8.7539,-38.9658,29.35,56,100,5.74,BR,1712691957
492,old orchard beach,43.5173,-70.3775,14.55,59,20,7.2,US,1712691958
493,langtoucun,40.0261,124.3286,9.24,36,100,1.62,CN,1712691958
494,princeville,45.7668,-61.2985,5.34,68,75,6.69,CA,1712691958
495,andreyevo,55.9465,41.1505,13.27,92,100,1.22,RU,1712691958
496,general villegas,-35.0328,-63.0125,24.63,42,45,6.74,AR,1712691959
497,port saint john's,-31.6229,29.5448,20.05,75,100,9.88,ZA,1712691959
498,beebe,35.0706,-91.8796,19.01,88,100,0.89,US,1712691796
499,kuta,-8.7233,115.1723,26.97,94,40,0.51,ID,1712691960
500,severo-yeniseyskiy,60.3725,93.0408,0.88,91,100,3.13,RU,1712691960
501,luba,3.4568,8.5547,26.94,82,89,2.96,GQ,1712691960
502,solleftea,63.1667,17.2667,3.92,100,100,1.28,SE,1712691961
503,nova vicosa,-17.8919,-39.3719,27.07,75,16,3.18,BR,1712691962
504,kasongo,-4.45,26.6667,21.84,85,98,0.85,CD,1712691962
505,tarnow,50.0138,20.987,19.73,58,98,5.83,PL,1712691849
506,fuerte olimpo,-21.0415,-57.8738,30.9,62,100,1.84,PY,1712691963
507,madalena,41.2162,-8.3345,13.64,77,30,0.93,PT,1712691964
508,minas de marcona,-15.2119,-75.1103,22.04,62,38,7.82,PE,1712691964
509,at taj,24.2049,23.2857,20.34,25,95,4.55,LY,1712691965
510,teruel,40.6667,-0.6667,3.32,75,3,6.92,ES,1712691965
511,undurkhaan,47.3194,110.6556,5.8,68,76,0.65,MN,1712691965
512,upper sandusky,40.8273,-83.2813,23.17,72,100,6.97,US,1712691768
513,mbulu,-3.85,35.5333,16.1,95,100,2.01,TZ,1712691966
514,hobyo,5.3505,48.5268,28.54,69,58,5.48,SO,1712691966
515,arrifes,37.7667,-25.7,17.18,94,75,6.69,PT,1712691967
516,georgetown,5.4112,100.3354,28.86,86,20,1.03,MY,1712691720
517,cushing,35.9851,-96.767,22.19,35,0,3.6,US,1712691947
518,port blair,11.6667,92.75,28.02,89,20,1.03,IN,1712691968
519,bandipura,34.4167,74.65,7.66,46,57,4.79,IN,1712691968
520,glace bay,46.1969,-59.957,3.21,79,75,9.77,CA,1712691969
521,oranjemund,-28.55,16.4333,16.09,84,0,6.92,NA,1712691970
522,buon ma thuot,12.6667,108.05,21.68,85,51,3.1,VN,1712691970
523,vorozhba,51.1733,34.2192,16.57,62,7,2.12,UA,1712691970
524,ust-tsilma,65.441,52.1498,-7.99,95,99,2.68,RU,1712691971
525,bejaia,36.7559,5.0843,15.6,63,40,2.06,DZ,1712691971
526,buala,-8.145,159.5921,27.78,82,100,2.36,SB,1712691878
527,sarh,9.1429,18.3923,32.31,34,37,1.94,TD,1712691972
528,kirakira,-10.4544,161.9205,27.31,86,100,2.91,SB,1712691972
529,sabha,27.0377,14.4283,23.5,18,0,4.6,LY,1712691972
530,anloga,5.7947,0.8973,29.12,75,89,2.99,GH,1712691973
531,huarmey,-10.0681,-78.1522,25.29,73,57,5.67,PE,1712691903
532,bernardo de irigoyen,-26.2552,-53.6458,24.24,81,10,1.34,AR,1712691974
533,port macquarie,-31.4333,152.9167,16.05,90,96,9.83,AU,1712691770
534,ndele,8.4109,20.6473,31.43,30,93,1.04,CF,1712691975
535,grand falls-windsor,48.9332,-55.6649,0.84,77,80,4.47,CA,1712691799
536,letterkenny,54.95,-7.7333,7.94,83,7,1.59,IE,1712691939
537,verkhnebakanskiy,44.8492,37.6572,14.46,67,0,4.49,RU,1712691976
538,levuka,50.1834,-105.4011,13.85,38,75,6.69,CA,1712691976
539,mata-utu,-13.2816,-176.1745,29.7,79,77,6.0,WF,1712691976
540,sosnovo-ozerskoye,52.5249,111.5418,-3.75,61,14,1.28,RU,1712691977
541,kaspiysk,42.8816,47.6392,10.1,100,75,1.0,RU,1712691978
542,ixtapa,20.7,-105.2,23.57,69,20,5.14,MX,1712691978
543,tralee,52.2704,-9.7026,8.14,81,0,2.06,IE,1712691978
544,saint-francois,46.4154,3.9054,6.9,77,0,1.54,FR,1712691979
545,wickenburg,33.9686,-112.7296,26.21,14,0,2.03,US,1712691979
546,gamba,-2.65,10.0,26.67,82,90,1.2,GA,1712691980
547,taoudenni,22.6783,-3.9836,34.33,14,0,3.17,ML,1712691980
548,chamical,-30.36,-66.314,24.28,55,100,2.84,AR,1712691980
549,khovd,48.0056,91.6419,7.73,45,100,1.75,MN,1712691981
550,kuytun,54.3419,101.5036,-0.03,91,28,3.4,RU,1712691981
551,san antonio de pale,-1.4014,5.6325,27.96,77,13,3.33,GQ,1712691981
552,cuenca,-2.8833,-78.9833,20.07,52,75,4.12,EC,1712691807
553,rizhao,35.4275,119.4553,9.14,65,100,0.76,CN,1712691982
554,novaya igirma,57.1334,103.9112,-6.14,95,52,1.54,RU,1712691982
555,bokovskaya,49.229,41.8306,15.34,65,6,3.44,RU,1712691982
556,santa ana,33.7456,-117.8678,28.76,22,0,7.2,US,1712691836
557,chegdomyn,51.1167,133.0167,-11.53,97,20,0.66,RU,1712691983
558,hetauda,27.4284,85.0322,21.64,12,45,3.0,NP,1712691983
559,matane,48.8286,-67.522,1.75,55,3,3.25,CA,1712691920
560,turgenevo,54.8455,46.3297,10.43,92,85,2.12,RU,1712691984
561,bumba,2.1833,22.4667,24.8,80,66,1.13,CD,1712691984
562,biala podlaska,52.0324,23.1165,17.35,71,8,3.71,PL,1712691985
563,nago,26.5881,127.9761,19.52,73,8,5.79,JP,1712691985
564,kambove,-10.8764,26.5969,18.05,95,66,0.65,CD,1712691986
565,ploudalmezeau,48.5333,-4.65,10.71,82,20,3.09,FR,1712691986
566,orkney,-26.9802,26.6727,13.62,57,0,3.28,ZA,1712691986
567,yeniseysk,58.4497,92.1703,2.75,95,100,3.58,RU,1712691987
568,alofi,-19.0595,-169.9187,25.94,89,40,4.63,NU,1712691987
569,charters towers,-20.1,146.2667,19.98,50,83,6.38,AU,1712691987
570,gebeit,21.0667,36.3167,21.4,30,100,1.27,SD,1712691988
571,kaoma,-14.7833,24.8,19.8,91,100,0.94,ZM,1712691988
